"","Sample.name","Sample.collection.time","Glycan.type","mass","Composition: dHex-HexNAc-NeuAc-Hex","Intensity","Rsquared"
"7050","P14","18plus4","Core 2",2260.0938,"1-4-0-5",0.168532693932375,0.193561143062967
"4550","P14","18plus4","Core 2",2271.1098,"2-5-0-3",0.226703906288656,0.6666708819312
"6950","P14","18plus4","Core 2",2301.1204,"1-5-0-4",0.113373508803005,0.262666280725522
"29050","P14","18plus4","Polyhexose",2314.0978,"0-0-0-11",0.109838859040353,0.0396795145112074
"5750","P14","18plus4","Core 2",2316.12,"3-3-1-3",0.0580170442551756,0.0396795145112074
"4252","P14","18plus4","Core 2",2329.1154,"1-3-2-3",0.142854068356054,0.349567934061472
"10650","P14","18plus4","Core 2",2331.131,"0-5-0-5",0.0630158857307175,0.349567934061472
"6350","P14","18plus4","Core 2",2333.1352,"4-3-0-4",0.100473623016348,0.349567934061472
"5050","P14","18plus4","Core 2",2346.1306,"2-3-1-4",0.0722214310015846,0.283984801524343
"5650","P14","18plus4","Core 2",2363.1458,"3-3-0-5",0.0664390594775875,0.789093952348097
"6179","P14","18plus4","Core 2",2374.1618,"4-4-0-3",0.176131851240107,0.637820502129654
"4950","P14","18plus4","Core 2",2387.1572,"2-4-1-3",0.136120685112371,0.34875102585534
"8450","P14","18plus4","Core 2",2404.1724,"3-4-0-4",0.126038936768066,0.0271853014787055
"7179","P14","18plus4","Core 2",2417.1678,"1-4-1-4",0.240619377909375,0.34217087745388
"7850","P14","18plus4","Core 2",2434.183,"2-4-0-5",0.189922062569931,0.448165830082094
"5450","P14","18plus4","Core 2",2445.199,"3-5-0-3",0.0866450618955198,0.0916888850609384
"7650","P14","18plus4","Core 2",2475.2096,"2-5-0-4",0.148604153456546,0.348863514513838
"5179","P14","18plus4","Core 2",2503.2046,"2-3-2-3",0,0
"10950","P14","18plus4","Core 2",2505.2202,"1-5-0-5",0,0
"29151","P14","18plus4","Polyhexose",2518.1976,"0-0-0-12",0,0
"5950","P14","18plus4","Core 2",2520.2198,"3-3-1-4",0,0
"6450","P14","18plus4","Core 2",2537.235,"4-3-0-5",0,0
"5850","P14","18plus4","Core 2",2561.2464,"3-4-1-3",0,0
"9350","P14","18plus4","Core 2",2578.2616,"4-4-0-4",0,0
"8050","P14","18plus4","Core 2",2591.257,"2-4-1-4",0,0
"6750","P14","18plus4","Core 2",2604.2524,"0-4-2-4",0,0
"8750","P14","18plus4","Core 2",2608.2722,"3-4-0-5",0,0
"6252","P14","18plus4","Core 2",2619.2882,"4-5-0-3",0,0
"7350","P14","18plus4","Core 2",2621.2676,"1-4-1-5",0,0
"7950","P14","18plus4","Core 2",2638.2828,"2-4-0-6",0,0
"8550","P14","18plus4","Core 2",2649.2988,"3-5-0-4",0,0
"7252","P14","18plus4","Core 2",2662.2942,"1-5-1-4",0,0
"11650","P14","18plus4","Core 2",2679.3094,"2-5-0-5",0,0
"10750","P14","18plus4","Core 2",2692.3048,"0-5-1-5",0,0
"11160","P14","18plus4","Core 2",2709.32,"1-5-0-6",0,0
"7750","P14","18plus4","Core 2",2720.336,"2-6-0-4",0,0
"29250","P14","18plus4","Polyhexose",2722.2974,"0-0-0-13",0,0
"11050","P14","18plus4","Core 2",2750.3466,"1-6-0-5",0,0
"10153","P14","18plus4","Core 2",2752.3508,"5-4-0-4",0,0
"8950","P14","18plus4","Core 2",2765.3462,"3-4-1-4",0,0
"7450","P14","18plus4","Core 2",2778.3416,"1-4-2-4",0,0
"15650","P14","18plus4","Core 2",2780.3572,"0-6-0-6",0,0
"9650","P14","18plus4","Core 2",2782.3614,"4-4-0-5",0,0
"8252","P14","18plus4","Core 2",2795.3568,"2-4-1-5",0,0
"8850","P14","18plus4","Core 2",2812.372,"3-4-0-6",0,0
"9450","P14","18plus4","Core 2",2823.388,"4-5-0-4",0,0
"8179","P14","18plus4","Core 2",2836.3834,"2-5-1-4",0,0
"12550","P14","18plus4","Core 2",2853.3986,"3-5-0-5",0,0
"11251","P14","18plus4","Core 2",2866.394,"1-5-1-5",0,0
"11950","P14","18plus4","Core 2",2883.4092,"2-5-0-6",0,0
"8650","P14","18plus4","Core 2",2894.4252,"3-6-0-4",0,0
"11750","P14","18plus4","Core 2",2924.4358,"2-6-0-5",0,0
"29350","P14","18plus4","Polyhexose",2926.3972,"0-0-0-14",0,0
"9850","P14","18plus4","Core 2",2939.4354,"4-4-1-4",0,0
"8350","P14","18plus4","Core 2",2952.4308,"2-4-2-4",0,0
"15950","P14","18plus4","Core 2",2954.4464,"1-6-0-6",0,0
"10450","P14","18plus4","Core 2",2956.4506,"5-4-0-5",0,0
"9153","P14","18plus4","Core 2",2969.446,"3-4-1-5",0,0
"9750","P14","18plus4","Core 2",2986.4612,"4-4-0-6",0,0
"10251","P14","18plus4","Core 2",2997.4772,"5-5-0-4",0,0
"1271","P6","21plus3","Core 1",534.2262,"0-1-0-1",0,0
"28351","P6","21plus3","STn",691.3002,"0-1-1-0",1936.89829978317,0.968333094826448
"4180","P6","21plus3","Core 1",708.3154,"1-1-0-1",2881.76355698289,0.999785493054638
"2181","P6","21plus3","Core 1",895.4,"0-1-1-1",5979.21027228991,0.999949808764356
"6180","P6","21plus3","Core 1",912.4152,"1-1-0-2",517.098212158144,0.997639364220197
"5180","P6","21plus3","Core 1",953.4418,"1-2-0-1",232.273939478263,0.931959519367416
"10107","P6","21plus3","Core 2",983.4524,"0-2-0-2",5771.31750015323,0.999497983181463
"7180","P6","21plus3","Core 1",1069.4892,"1-1-1-1",759.919178402078,0.996891666954722
"28451","P6","21plus3","Polyhexose",1089.499,"0-0-0-5",57.8077959598493,0.288574768093073
"1352","P6","21plus3","Core 2",1157.5416,"1-2-0-2",1986.90943936312,0.998679871536164
"3180","P6","21plus3","Core 1",1256.5738,"0-1-2-1",253.203652490948,0.996092413869803
"9108","P6","21plus3","Core 1",1273.589,"1-1-1-2",80.0212133019195,0.980080809747379
"28551","P6","21plus3","Polyhexose",1293.5988,"0-0-0-6",12.9589307829553,0.0718899042272647
"8180","P6","21plus3","Core 1",1314.6156,"1-2-1-1",41.7953144206775,0.492324391865255
"2051","P6","21plus3","Core 2",1331.6308,"2-2-0-2",918.824713468739,0.995380651002801
"11161","P6","21plus3","Core 2",1344.6262,"0-2-1-2",901.428749770261,0.996467112605402
"1553","P6","21plus3","Core 2",1361.6414,"1-2-0-3",190.609140754092,0.990203118416703
"1451","P6","21plus3","Core 2",1402.668,"1-3-0-2",23.328170315787,0.431011436893187
"3351","P6","21plus3","Core 2",1432.6786,"0-3-0-3",95.9682210200608,0.95647089101733
"28651","P6","21plus3","Polyhexose",1497.6986,"0-0-0-7",4.75841821714782,0.194317212382562
"28121","P6","21plus3","Core 2",1505.72,"3-2-0-2",457.139496790329,0.995957150045603
"1651","P6","21plus3","Core 2",1518.7154,"1-2-1-2",103.741354490445,0.672132235160328
"2351","P6","21plus3","Core 2",1535.7306,"2-2-0-3",292.604631265309,0.991458039394771
"2182","P6","21plus3","Core 2",1576.7572,"2-3-0-2",5.99365945531113,0.000892499884859544
"3651","P6","21plus3","Core 2",1606.7678,"1-3-0-3",22.8689774971955,0.210620141124987
"2551","P6","21plus3","Core 2",1692.8046,"2-2-1-2",42.3923136448612,0.381073024814189
"28751","P6","21plus3","Polyhexose",1701.7984,"0-0-0-8",3.02830803377504,0.999411096267806
"1272","P6","21plus3","Core 2",1705.8,"0-2-2-2",3.32674187203911,0.999411096267806
"3181","P6","21plus3","Core 2",1709.8198,"3-2-0-3",373.634535230101,0.999411096267806
"1851","P6","21plus3","Core 2",1722.8152,"1-2-1-3",5.27298873466261,0.721995363971046
"2451","P6","21plus3","Core 2",1739.8304,"2-2-0-4",12.2337459017789,0.316766966540382
"2980","P6","21plus3","Core 2",1750.8464,"3-3-0-2",3.14685720438726,0.0102545070343434
"1751","P6","21plus3","Core 2",1763.8418,"1-3-1-2",2.40515362520395,0.542504378425695
"4351","P6","21plus3","Core 2",1780.857,"2-3-0-3",7.35192158016072,0.970953831411276
"3451","P6","21plus3","Core 2",1793.8524,"0-3-1-3",3.96962911189172,0.879101129673923
"3851","P6","21plus3","Core 2",1810.8676,"1-3-0-4",2.45849732033332,7.06970649194278e-05
"2253","P6","21plus3","Core 2",1821.8836,"2-4-0-2",2.25053932233261,0.0940108393279841
"3751","P6","21plus3","Core 2",1851.8942,"1-4-0-3",2.48348118799731,0.0147320488242875
"1951","P6","21plus3","Core 2",1879.8892,"1-2-2-2",1.84520104903727,0.611714702431541
"6551","P6","21plus3","Core 2",1881.9048,"0-4-0-4",2.83530863439423,0.611714702431541
"2751","P6","21plus3","Core 2",1896.9044,"2-2-1-3",2.11560822897287,0.245724939262491
"28851","P6","21plus3","Polyhexose",1905.8982,"0-0-0-9",4.52318755770368,0.801097816834706
"3253","P6","21plus3","Core 2",1913.9196,"3-2-0-4",2.97618631106999,0.473684858534094
"2651","P6","21plus3","Core 2",1937.931,"2-3-1-2",2.02000918147182,0.570152484973259
"5253","P6","21plus3","Core 2",1954.9462,"3-3-0-3",4.08851999816501,0.97431819536962
"3951","P6","21plus3","Core 2",1967.9416,"1-3-1-3",1.83704308127125,0.00128480995491379
"4651","P6","21plus3","Core 2",1984.9568,"2-3-0-4",2.45694197203229,0.76681200009405
"3051","P6","21plus3","Core 2",1995.9728,"3-4-0-2",1.89088510638868,0.043832543653222
"4451","P6","21plus3","Core 2",2025.9834,"2-4-0-3",2.07680299026467,0.448439037508617
"6851","P6","21plus3","Core 2",2055.994,"1-4-0-4",1.75824792307309,0.0036775233088961
"28951","P6","21plus3","Polyhexose",2109.998,"0-0-0-10",9.71278495252896,0.995810337737344
"6051","P6","21plus3","Core 2",2129.0354,"4-3-0-3",2.44806726222225,0.463863491389199
"4851","P6","21plus3","Core 2",2142.0308,"2-3-1-3",1.80683994026745,0.0365832249168593
"3551","P6","21plus3","Core 2",2155.0262,"0-3-2-3",6.6941098944687,0.813257892052275
"5551","P6","21plus3","Core 2",2159.046,"3-3-0-4",1.24740084061243,0.813257892052275
"4181","P6","21plus3","Core 2",2172.0414,"1-3-1-4",1.75780540039819,0.279126575776454
"4751","P6","21plus3","Core 2",2189.0566,"2-3-0-5",1.50417715218553,0.667517837667189
"5351","P6","21plus3","Core 2",2200.0726,"3-4-0-3",3.7220349076902,0.503218929355818
"4051","P6","21plus3","Core 2",2213.068,"1-4-1-3",2.09151878317299,0.644328962661879
"7551","P6","21plus3","Core 2",2230.0832,"2-4-0-4",1.57726332164561,0.262397261299669
"6651","P6","21plus3","Core 2",2243.0786,"0-4-1-4",4.84569698654789,0.848468946430149
"7051","P6","21plus3","Core 2",2260.0938,"1-4-0-5",1.72367289001066,0.600201254633542
"4551","P6","21plus3","Core 2",2271.1098,"2-5-0-3",4.73482226344364,0.745146841218516
"6951","P6","21plus3","Core 2",2301.1204,"1-5-0-4",1.64571682795561,0.800772362123277
"29051","P6","21plus3","Polyhexose",2314.0978,"0-0-0-11",4.48498567074337,0.872574464586393
"5751","P6","21plus3","Core 2",2316.12,"3-3-1-3",0.781874531938219,0.872574464586393
"4253","P6","21plus3","Core 2",2329.1154,"1-3-2-3",4.51922779784178,0.694532538383917
"10651","P6","21plus3","Core 2",2331.131,"0-5-0-5",2.81836327336932,0.694532538383917
"6351","P6","21plus3","Core 2",2333.1352,"4-3-0-4",0.300978742265237,0.694532538383917
"5051","P6","21plus3","Core 2",2346.1306,"2-3-1-4",1.65059697740588,0.743137821032646
"5651","P6","21plus3","Core 2",2363.1458,"3-3-0-5",1.28403880901056,0.489440348904909
"6181","P6","21plus3","Core 2",2374.1618,"4-4-0-3",5.12198701172969,0.989595036155618
"4951","P6","21plus3","Core 2",2387.1572,"2-4-1-3",1.56330619477943,0.21191734049897
"8451","P6","21plus3","Core 2",2404.1724,"3-4-0-4",2.20992820842523,0.606587934843857
"7181","P6","21plus3","Core 2",2417.1678,"1-4-1-4",4.10543918335474,0.312410444689518
"7851","P6","21plus3","Core 2",2434.183,"2-4-0-5",1.33537957142016,0.240408587379382
"5451","P6","21plus3","Core 2",2445.199,"3-5-0-3",2.81718864587109,0.151032692984963
"7651","P6","21plus3","Core 2",2475.2096,"2-5-0-4",1.49620138544925,0.446914214394139
"5181","P6","21plus3","Core 2",2503.2046,"2-3-2-3",0,0
"10951","P6","21plus3","Core 2",2505.2202,"1-5-0-5",0,0
"29152","P6","21plus3","Polyhexose",2518.1976,"0-0-0-12",0,0
"5951","P6","21plus3","Core 2",2520.2198,"3-3-1-4",0,0
"6451","P6","21plus3","Core 2",2537.235,"4-3-0-5",0,0
"5851","P6","21plus3","Core 2",2561.2464,"3-4-1-3",0,0
"9351","P6","21plus3","Core 2",2578.2616,"4-4-0-4",0,0
"8051","P6","21plus3","Core 2",2591.257,"2-4-1-4",0,0
"6751","P6","21plus3","Core 2",2604.2524,"0-4-2-4",0,0
"8751","P6","21plus3","Core 2",2608.2722,"3-4-0-5",0,0
"6253","P6","21plus3","Core 2",2619.2882,"4-5-0-3",0,0
"7351","P6","21plus3","Core 2",2621.2676,"1-4-1-5",0,0
"7951","P6","21plus3","Core 2",2638.2828,"2-4-0-6",0,0
"8551","P6","21plus3","Core 2",2649.2988,"3-5-0-4",0,0
"7253","P6","21plus3","Core 2",2662.2942,"1-5-1-4",0,0
"11651","P6","21plus3","Core 2",2679.3094,"2-5-0-5",0,0
"10751","P6","21plus3","Core 2",2692.3048,"0-5-1-5",0,0
"11162","P6","21plus3","Core 2",2709.32,"1-5-0-6",0,0
"7751","P6","21plus3","Core 2",2720.336,"2-6-0-4",0,0
"29251","P6","21plus3","Polyhexose",2722.2974,"0-0-0-13",0,0
"11051","P6","21plus3","Core 2",2750.3466,"1-6-0-5",0,0
"10154","P6","21plus3","Core 2",2752.3508,"5-4-0-4",0,0
"8951","P6","21plus3","Core 2",2765.3462,"3-4-1-4",0,0
"7451","P6","21plus3","Core 2",2778.3416,"1-4-2-4",0,0
"15651","P6","21plus3","Core 2",2780.3572,"0-6-0-6",0,0
"9651","P6","21plus3","Core 2",2782.3614,"4-4-0-5",0,0
"8253","P6","21plus3","Core 2",2795.3568,"2-4-1-5",0,0
"8851","P6","21plus3","Core 2",2812.372,"3-4-0-6",0,0
"9451","P6","21plus3","Core 2",2823.388,"4-5-0-4",0,0
"8181","P6","21plus3","Core 2",2836.3834,"2-5-1-4",0,0
"12551","P6","21plus3","Core 2",2853.3986,"3-5-0-5",0,0
"11252","P6","21plus3","Core 2",2866.394,"1-5-1-5",0,0
"11951","P6","21plus3","Core 2",2883.4092,"2-5-0-6",0,0
"8651","P6","21plus3","Core 2",2894.4252,"3-6-0-4",0,0
"11751","P6","21plus3","Core 2",2924.4358,"2-6-0-5",0,0
"29351","P6","21plus3","Polyhexose",2926.3972,"0-0-0-14",0,0
"9851","P6","21plus3","Core 2",2939.4354,"4-4-1-4",0,0
"8351","P6","21plus3","Core 2",2952.4308,"2-4-2-4",0,0
"15951","P6","21plus3","Core 2",2954.4464,"1-6-0-6",0,0
"10451","P6","21plus3","Core 2",2956.4506,"5-4-0-5",0,0
"9154","P6","21plus3","Core 2",2969.446,"3-4-1-5",0,0
"9751","P6","21plus3","Core 2",2986.4612,"4-4-0-6",0,0
"10252","P6","21plus3","Core 2",2997.4772,"5-5-0-4",0,0
"1273","P17","24plus2","Core 1",534.2262,"0-1-0-1",2816.31159170124,0.999544545015238
"28352","P17","24plus2","STn",691.3002,"0-1-1-0",2922.3465803534,0.999095004482776
"4182","P17","24plus2","Core 1",708.3154,"1-1-0-1",2111.21446120401,0.999801058019957
"2183","P17","24plus2","Core 1",895.4,"0-1-1-1",8932.53586979198,0.999825666846163
"6182","P17","24plus2","Core 1",912.4152,"1-1-0-2",453.482173173374,0.994821750653709
"5182","P17","24plus2","Core 1",953.4418,"1-2-0-1",482.06376219145,0.67579703737346
"10108","P17","24plus2","Core 2",983.4524,"0-2-0-2",2436.54019410971,0.99849358416379
"7182","P17","24plus2","Core 1",1069.4892,"1-1-1-1",233.623287602786,0.985003767445921
"28452","P17","24plus2","Polyhexose",1089.499,"0-0-0-5",22.539898035429,0.0212155332849029
"1353","P17","24plus2","Core 2",1157.5416,"1-2-0-2",1680.58065759374,0.997806033475721
"3182","P17","24plus2","Core 1",1256.5738,"0-1-2-1",1641.68610323357,0.99720717108705
"9109","P17","24plus2","Core 1",1273.589,"1-1-1-2",46.9120335425855,0.976880833855701
"28552","P17","24plus2","Polyhexose",1293.5988,"0-0-0-6",9.77926610366839,0.00186141905833915
"8182","P17","24plus2","Core 1",1314.6156,"1-2-1-1",44.392925911477,0.0846597626070462
"2052","P17","24plus2","Core 2",1331.6308,"2-2-0-2",426.435965592291,0.986807338450962
"11163","P17","24plus2","Core 2",1344.6262,"0-2-1-2",1696.35409608489,0.997856254054988
"1554","P17","24plus2","Core 2",1361.6414,"1-2-0-3",97.8831770688503,0.97099261051275
"1452","P17","24plus2","Core 2",1402.668,"1-3-0-2",40.1137846688486,0.952221089069108
"3352","P17","24plus2","Core 2",1432.6786,"0-3-0-3",51.2917797875721,0.999140574224286
"28652","P17","24plus2","Polyhexose",1497.6986,"0-0-0-7",4.17943936385727,0.451169240249374
"28122","P17","24plus2","Core 2",1505.72,"3-2-0-2",74.179862125154,0.928032413329457
"1652","P17","24plus2","Core 2",1518.7154,"1-2-1-2",646.583698442023,0.994071856296257
"2352","P17","24plus2","Core 2",1535.7306,"2-2-0-3",91.1894063625114,0.985513026068318
"2184","P17","24plus2","Core 2",1576.7572,"2-3-0-2",34.7636911743374,0.725056832931315
"3652","P17","24plus2","Core 2",1606.7678,"1-3-0-3",50.2158591211774,0.991500816565858
"2552","P17","24plus2","Core 2",1692.8046,"2-2-1-2",62.0330514251783,0.993825233114516
"28752","P17","24plus2","Polyhexose",1701.7984,"0-0-0-8",3.28577406037147,0.994435625193479
"1274","P17","24plus2","Core 2",1705.8,"0-2-2-2",58.4307054449233,0.994435625193479
"3183","P17","24plus2","Core 2",1709.8198,"3-2-0-3",21.8344894324457,0.994435625193479
"1852","P17","24plus2","Core 2",1722.8152,"1-2-1-3",9.70148631863759,0.99470376609669
"2452","P17","24plus2","Core 2",1739.8304,"2-2-0-4",3.88525892768707,0.0946559901968189
"2981","P17","24plus2","Core 2",1750.8464,"3-3-0-2",8.60276650401374,0.0333480910873668
"1752","P17","24plus2","Core 2",1763.8418,"1-3-1-2",8.34769642932468,0.160654531797469
"4352","P17","24plus2","Core 2",1780.857,"2-3-0-3",23.4520494446936,0.99052704502672
"3452","P17","24plus2","Core 2",1793.8524,"0-3-1-3",22.7434503224126,0.977703805296225
"3852","P17","24plus2","Core 2",1810.8676,"1-3-0-4",6.45617523136281,0.961262116690641
"2254","P17","24plus2","Core 2",1821.8836,"2-4-0-2",3.98641466367223,0.267090443906157
"3752","P17","24plus2","Core 2",1851.8942,"1-4-0-3",8.01958848418922,0.996348592449937
"1952","P17","24plus2","Core 2",1879.8892,"1-2-2-2",10.1872113205064,0.969026784263448
"6552","P17","24plus2","Core 2",1881.9048,"0-4-0-4",7.03203323255003,0.969026784263448
"2752","P17","24plus2","Core 2",1896.9044,"2-2-1-3",7.74004039622152,0.962621055520383
"28852","P17","24plus2","Polyhexose",1905.8982,"0-0-0-9",3.06282050022716,0.252997997391933
"3254","P17","24plus2","Core 2",1913.9196,"3-2-0-4",3.12583284141884,0.466308769605051
"2652","P17","24plus2","Core 2",1937.931,"2-3-1-2",3.69895145869007,0.153639261935753
"5254","P17","24plus2","Core 2",1954.9462,"3-3-0-3",8.29393435582522,0.904232407007385
"3952","P17","24plus2","Core 2",1967.9416,"1-3-1-3",16.1790496708147,0.976698892295152
"4652","P17","24plus2","Core 2",1984.9568,"2-3-0-4",3.75558970764715,0.92926778496468
"3052","P17","24plus2","Core 2",1995.9728,"3-4-0-2",2.62875976133596,0.16012817059389
"4452","P17","24plus2","Core 2",2025.9834,"2-4-0-3",2.74343441238576,0.0292916435096402
"6852","P17","24plus2","Core 2",2055.994,"1-4-0-4",4.75247827579446,0.94104175250738
"28952","P17","24plus2","Polyhexose",2109.998,"0-0-0-10",1.80197618388526,0.284251546998317
"6052","P17","24plus2","Core 2",2129.0354,"4-3-0-3",3.30866703277009,0.796033819257124
"4852","P17","24plus2","Core 2",2142.0308,"2-3-1-3",3.18720107446701,0.933782837269565
"3552","P17","24plus2","Core 2",2155.0262,"0-3-2-3",2.46740901712304,0.289791853733312
"5552","P17","24plus2","Core 2",2159.046,"3-3-0-4",1.83372017250872,0.289791853733312
"4183","P17","24plus2","Core 2",2172.0414,"1-3-1-4",2.16473768227124,0.388739934956199
"4752","P17","24plus2","Core 2",2189.0566,"2-3-0-5",1.29622710336723,0.0504806552837348
"5352","P17","24plus2","Core 2",2200.0726,"3-4-0-3",2.28689693505543,0.439601513018288
"4052","P17","24plus2","Core 2",2213.068,"1-4-1-3",1.40661277009218,0.740106063573231
"7552","P17","24plus2","Core 2",2230.0832,"2-4-0-4",2.79183320780652,0.908054114507669
"6652","P17","24plus2","Core 2",2243.0786,"0-4-1-4",1.94526474697001,0.181775137727948
"7052","P17","24plus2","Core 2",2260.0938,"1-4-0-5",1.70025937655109,0.389960549106048
"4552","P17","24plus2","Core 2",2271.1098,"2-5-0-3",1.27840175571249,0.609884253060617
"6952","P17","24plus2","Core 2",2301.1204,"1-5-0-4",1.44932939158456,0.00040400960134878
"29052","P17","24plus2","Polyhexose",2314.0978,"0-0-0-11",0.932921592655168,0.367275391212425
"5752","P17","24plus2","Core 2",2316.12,"3-3-1-3",1.36521045833223,0.367275391212425
"4254","P17","24plus2","Core 2",2329.1154,"1-3-2-3",1.05519823605044,0.298187871614176
"10652","P17","24plus2","Core 2",2331.131,"0-5-0-5",0.568760576112135,0.298187871614176
"6352","P17","24plus2","Core 2",2333.1352,"4-3-0-4",1.0828826295834,0.298187871614176
"5052","P17","24plus2","Core 2",2346.1306,"2-3-1-4",1.5603801071902,0.441112702443833
"5652","P17","24plus2","Core 2",2363.1458,"3-3-0-5",1.16609570980698,0.00259477721054712
"6183","P17","24plus2","Core 2",2374.1618,"4-4-0-3",1.16685653876971,0.00943929022511839
"4952","P17","24plus2","Core 2",2387.1572,"2-4-1-3",1.18445891079877,0.130517852634273
"8452","P17","24plus2","Core 2",2404.1724,"3-4-0-4",1.36252338888052,0.0943508215549438
"7183","P17","24plus2","Core 2",2417.1678,"1-4-1-4",1.69617915512468,0.814270758163913
"7852","P17","24plus2","Core 2",2434.183,"2-4-0-5",1.20839987679901,0.422032882376731
"5452","P17","24plus2","Core 2",2445.199,"3-5-0-3",1.15088683555056,0.377857674552963
"7652","P17","24plus2","Core 2",2475.2096,"2-5-0-4",0.992443089455056,0.0523743842762092
"5183","P17","24plus2","Core 2",2503.2046,"2-3-2-3",0,0
"10952","P17","24plus2","Core 2",2505.2202,"1-5-0-5",0,0
"29153","P17","24plus2","Polyhexose",2518.1976,"0-0-0-12",0,0
"5952","P17","24plus2","Core 2",2520.2198,"3-3-1-4",0,0
"6452","P17","24plus2","Core 2",2537.235,"4-3-0-5",0,0
"5852","P17","24plus2","Core 2",2561.2464,"3-4-1-3",0,0
"9352","P17","24plus2","Core 2",2578.2616,"4-4-0-4",0,0
"8052","P17","24plus2","Core 2",2591.257,"2-4-1-4",0,0
"6752","P17","24plus2","Core 2",2604.2524,"0-4-2-4",0,0
"8752","P17","24plus2","Core 2",2608.2722,"3-4-0-5",0,0
"6254","P17","24plus2","Core 2",2619.2882,"4-5-0-3",0,0
"7352","P17","24plus2","Core 2",2621.2676,"1-4-1-5",0,0
"7952","P17","24plus2","Core 2",2638.2828,"2-4-0-6",0,0
"8552","P17","24plus2","Core 2",2649.2988,"3-5-0-4",0,0
"7254","P17","24plus2","Core 2",2662.2942,"1-5-1-4",0,0
"11652","P17","24plus2","Core 2",2679.3094,"2-5-0-5",0,0
"10752","P17","24plus2","Core 2",2692.3048,"0-5-1-5",0,0
"11164","P17","24plus2","Core 2",2709.32,"1-5-0-6",0,0
"7752","P17","24plus2","Core 2",2720.336,"2-6-0-4",0,0
"29252","P17","24plus2","Polyhexose",2722.2974,"0-0-0-13",0,0
"11052","P17","24plus2","Core 2",2750.3466,"1-6-0-5",0,0
"10155","P17","24plus2","Core 2",2752.3508,"5-4-0-4",0,0
"8952","P17","24plus2","Core 2",2765.3462,"3-4-1-4",0,0
"7452","P17","24plus2","Core 2",2778.3416,"1-4-2-4",0,0
"15652","P17","24plus2","Core 2",2780.3572,"0-6-0-6",0,0
"9652","P17","24plus2","Core 2",2782.3614,"4-4-0-5",0,0
"8254","P17","24plus2","Core 2",2795.3568,"2-4-1-5",0,0
"8852","P17","24plus2","Core 2",2812.372,"3-4-0-6",0,0
"9452","P17","24plus2","Core 2",2823.388,"4-5-0-4",0,0
"8183","P17","24plus2","Core 2",2836.3834,"2-5-1-4",0,0
"12552","P17","24plus2","Core 2",2853.3986,"3-5-0-5",0,0
"11253","P17","24plus2","Core 2",2866.394,"1-5-1-5",0,0
"11952","P17","24plus2","Core 2",2883.4092,"2-5-0-6",0,0
"8652","P17","24plus2","Core 2",2894.4252,"3-6-0-4",0,0
"11752","P17","24plus2","Core 2",2924.4358,"2-6-0-5",0,0
"29352","P17","24plus2","Polyhexose",2926.3972,"0-0-0-14",0,0
"9852","P17","24plus2","Core 2",2939.4354,"4-4-1-4",0,0
"8352","P17","24plus2","Core 2",2952.4308,"2-4-2-4",0,0
"15952","P17","24plus2","Core 2",2954.4464,"1-6-0-6",0,0
"10452","P17","24plus2","Core 2",2956.4506,"5-4-0-5",0,0
"9155","P17","24plus2","Core 2",2969.446,"3-4-1-5",0,0
"9752","P17","24plus2","Core 2",2986.4612,"4-4-0-6",0,0
"10253","P17","24plus2","Core 2",2997.4772,"5-5-0-4",0,0
"1275","P3","20plus4","Core 1",534.2262,"0-1-0-1",1715.14244648188,0.998473472349974
"28353","P3","20plus4","STn",691.3002,"0-1-1-0",116.448544577297,0.945631671307976
"4184","P3","20plus4","Core 1",708.3154,"1-1-0-1",98.3992743305642,0.938051934090889
"2185","P3","20plus4","Core 1",895.4,"0-1-1-1",851.9777530014,0.999039935979662
"6184","P3","20plus4","Core 1",912.4152,"1-1-0-2",41.3232683057511,0.977644787101218
"5184","P3","20plus4","Core 1",953.4418,"1-2-0-1",19.1808624515109,0.0165352427664961
"10109","P3","20plus4","Core 2",983.4524,"0-2-0-2",985.462216124803,0.998728713970219
"7184","P3","20plus4","Core 1",1069.4892,"1-1-1-1",8.66647843822401,0.63429481782074
"28453","P3","20plus4","Polyhexose",1089.499,"0-0-0-5",9.52051785048681,0.683357779636862
"1354","P3","20plus4","Core 2",1157.5416,"1-2-0-2",207.248099469468,0.998112174900886
"3184","P3","20plus4","Core 1",1256.5738,"0-1-2-1",152.807083173543,0.994326392104974
"9156","P3","20plus4","Core 1",1273.589,"1-1-1-2",8.24217054189857,0.849201421344367
"28553","P3","20plus4","Polyhexose",1293.5988,"0-0-0-6",4.11673221999074,0.00415282406454912
"8184","P3","20plus4","Core 1",1314.6156,"1-2-1-1",6.21736592355835,0.475583263862292
"2053","P3","20plus4","Core 2",1331.6308,"2-2-0-2",12.9938052075048,0.964089918484552
"11165","P3","20plus4","Core 2",1344.6262,"0-2-1-2",131.43997817855,0.990373991310092
"1555","P3","20plus4","Core 2",1361.6414,"1-2-0-3",8.06819114468471,0.895455404070213
"1453","P3","20plus4","Core 2",1402.668,"1-3-0-2",5.54591130156259,0.875470525009764
"3353","P3","20plus4","Core 2",1432.6786,"0-3-0-3",43.5705085632153,0.995464887443279
"28653","P3","20plus4","Polyhexose",1497.6986,"0-0-0-7",2.57129651103775,0.300707034170958
"28123","P3","20plus4","Core 2",1505.72,"3-2-0-2",2.63493669991819,0.770563770041566
